id,name,naissance,mort,genre,e.date,,,,,,,img-path,prix,prix-id,fond,WP,WD
306,Ha?atur Koštoânc,1900-09-13,1961-02-04,Homme,,,,,,,,file_uploads/ulf_558_Koshtoyants.jpg,,,,https://en.wikipedia.org/wiki/Khachatour_Koshtoyants,Q1032365
308,Melvin Kranzberg,1917-11-22,1995-06-12,Homme,,,,,,,,file_uploads/ulf_712_Kranzberg.PNG,,,,,Q1919788
310,Henryk Barycz,1901-06-26,1994-09-03,Homme,1971-11-01,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Henryk_Barycz.jpg,,,6.3.11,https://pl.wikipedia.org/wiki/Henryk_Barycz,Q9287930
312,Friedolf Kudlien,1928-11-23,2008-02-02,Homme,,,,,,,,file_uploads/ulf_518_Fridolf_Kudlien.jpg,,,,https://de.wikipedia.org/wiki/Fridolf_Kudlien,Q1456200
313,Pavel Kudryavtsev,1904-06-15,1975-03-25,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Pavel_Koudriavtsev,Q4244602
314,Thomas Kuhn,1922-07-18,1996-06-17,Homme,1966-10-15,,,,,,,file_uploads/ulf_198_kuhn.jpg,Médaille Sarton,10084,12.5.4,https://fr.wikipedia.org/wiki/Thomas_Kuhn,Q184980
315,Paul Kunitzsch,1930-01-01,2020-07-05,Homme,1986-11-30,,,,,,,file_uploads/ulf_519_KUNITZSCH.jpg,,,,https://fr.wikipedia.org/wiki/Paul_Kunitzsch,Q20817370
317,Boris Kuznecov,1903-05-10,1984-05-09,Homme,1961-02-20,,,,,,,file_uploads/ulf_487_Kouznetsov.jpg,,,,https://fr.wikipedia.org/wiki/Boris_Kouznetsov_(physicien),Q1571633
318,Vladimir Kuznetsov,1915-06-30,2005-03-21,Homme,1976-05-04,,,,,,,,,,,,Q4244958
319,Carl Lagergrantz,1868-02-26,1938-01-13,Homme,,,,,,,,file_uploads/ulf_199_Otto_Lagercrantz.jpg,,,,https://en.wikipedia.org/wiki/Otto_Lagercrantz,Q5931040
320,Trías Rolando Agustin Laguarda,1902-11-19,1998-09-09,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Rolando_Laguarda_Tr%C3%ADas,Q7360568
321,Isabella Bashmakova,1921-03-01,2005-07-17,Femme,1971-11-01,,,,,,,"file_uploads/ulf_392_?????????,_????????_???????????.jpg",Médaille Koyré,9568,6.3.12,https://fr.wikipedia.org/wiki/Isabella_Bachmakova,Q1673591
322,Maxime Laignel-Lavastine,1875-12-09,1953-05-09,Homme,,,,,,,,file_uploads/ulf_597_Laignel_Lavastine.jpg|file_uploads/ulf_598_Maxime.Laignel-Lavastine.jpg,Légion d'honneur,10160,,https://fr.wikipedia.org/wiki/Maxime_Laignel-Lavastine,Q3302608
323,Pedro Lain Entralgo,1908-02-15,2001-05-06,Homme,1960-02-15,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/%28Pedro_La%C3%ADn_Entralgo%29_Jos%C3%A9_Mar%C3%ADa_Aznar_ofrece_un_almuerzo_a_dos_acad%C3%A9micos_que_han_recibido_el_premio_Pr%C3%ADncipe_de_Asturias_de_Comunicaci%C3%B3n_y_Humanidades._Pool_Moncloa._17_de_mayo_de_1996_%28cropped%29.jpeg,,,12.6.4,https://es.wikipedia.org/wiki/Pedro_La%C3%ADn_Entralgo,Q2001080
324,A Lameere,1864-12-06,1942-06-05,Homme,,,,,,,,,,,,,Q2871265
325,Goulven Laurent,1925-06-08,2008-12-10,Homme,,,,,,,,,,,,,Q20752990
326,Chauncey Leake,1896-05-09,1978-11-01,Homme,1961-02-20,,,,,,,file_uploads/ulf_599_Chauncey_Leake.jpg|file_uploads/ulf_600_Chauncey.Depew.Leake.jpg,,,,https://fr.wikipedia.org/wiki/Chauncey_Leake,Q5088220
327,Raul da Cunha,1881-02-01,1947-02-03,Homme,,,,,,,,file_uploads/ulf_700_Raul-Leitão-da-Cunha.jpg,,,,https://pt.wikipedia.org/wiki/Raul_Leit%C3%A3o_da_Cunha,Q10357610
328,Albert Lejeune,1885-10-26,1965-06-26,Homme,1976-04-05,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ce/Albert_Lejeune_dans_Le_Petit_Journal_du_22_septembre_1933.png,,,,,Q2381503
329,Jean-François Leroy,1915-02-15,1999-08-02,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Leroy_(botaniste),Q4259300
331,Trevor Levere,1944-03-21,2022-01-11,Homme,1997-05-28,,,,,,,,,,,https://de.wikipedia.org/wiki/Trevor_H._Levere,Q93232846
333,Martin Levey,1913-05-18,1970-08-22,Homme,,,,,,,,,,,,,Q22911505
334,Giorgio Levi Della Vida,1886-08-22,1967-11-25,Homme,1957-09-11,,,,,,,file_uploads/ulf_520_Giorgio_Levi_Della_Vida.jpg,,,,https://fr.wikipedia.org/wiki/Giorgio_Levi_Della_Vida,Q387029
335,Rita Levi-Montalcini,1909-04-22,2012-12-30,Femme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/92/Rita_Levi_Montalcini.jpg,Prix Nobel,9569,,https://fr.wikipedia.org/wiki/Rita_Levi-Montalcini,Q185007
337,Samuel Lilley,1914-01-01,1987-01-01,Homme,,,,,,,,file_uploads/ulf_261_Samuel.Lilley.1914-1987.C180.preview.jpg,,,,https://en.wikipedia.org/wiki/Sam_Lilley,Q68930636
338,David Lindberg,1935-11-15,2015-06-01,Homme,1991-01-30,,,,,,,,Médaille Sarton,10084,,https://fr.wikipedia.org/wiki/David_C._Lindberg,Q550844
339,Uta Lindgren,1941-02-03,2017-06-16,Femme,2005-12-28,,,,,,,,,,,,Q15444689
340,Sten Lindroth,1914-12-28,1980-01-09,Homme,1958-08-21,,,,,,,file_uploads/ulf_521_Sten_Lindroth.jpg,,,,,Q5957946
341,Jan de Lindt,1867-03-25,1936-09-15,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Jan_Gerard_de_Lint._Photomechanical_print._Wellcome_V0027376.jpg,,,,,Q87472476
342,Edmund Von Lippmann,1857-09-01,1940-09-24,Homme,1928-12-26,,,,,,,file_uploads/ulf_615_Edmund.Oskar.Von.Lippmann.jpg,Médaille Shdhoff,10114,,https://fr.wikipedia.org/wiki/Edmund_von_Lippmann,Q86401
343,Howard Bernhardt Adelmann,1898-08-05,1988-07-25,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Howard_B._Adelmann,Q71664107
346,Johannes Lohne,1908-01-21,1993-01-29,Homme,1976-05-04,,,,,,,,,,,,
347,José López Piñero,1933-06-14,2010-08-08,Homme,,,,,,,,file_uploads/ulf_561_Lopez-Piñero.jpg,,,,https://fr.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_L%C3%B3pez_Pi%C3%B1ero,Q9014442
348,Richard Lorch,1942-06-13,2021-02-17,Homme,2005-12-28,,,,,,,,,,,,Q95273548
350,Daston Lorraine,1951-09-06,,Femme,2019-05-25,,,,,,,file_uploads/ulf_212_Lorraine_Daston.jpg,Médaille Sarton,10084,,https://fr.wikipedia.org/wiki/Lorraine_Daston,Q529094
351,Cornelia Lüdecke,1954-11-25,2012-07-12,Femme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/L%C3%BCdecke_at_the_Le_Maire_Chanal_Antarctica.jpg,,,,https://en.wikipedia.org/wiki/Cornelia_L%C3%BCdecke,Q26235988
352,Luis Cervera Vera,1914-01-01,1998-08-25,Homme,,,,,,,,,,,,https://es.wikipedia.org/wiki/Luis_Cervera_Vera,Q15966219
353,Carlo Maccagni,1932-01-01,2022-09-11,Homme,1976-04-05,,,,,,,,,,,,Q61477259
354,Alfredo Machado E Costa,1870-01-01,1952-05-03,Homme,,,,,,,,,,,,,Q54634282
356,Roy MacLeod,1941-08-10,,Homme,2015-05-30,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/82/RoyMacLeod.jpg,,,,https://en.wikipedia.org/wiki/Roy_MacLeod,Q28457004
357,Francis Romeril Maddison,1927-07-27,2006-12-07,Homme,,,,,,,,,,,13.3.8,https://en.wikipedia.org/wiki/Francis_Maddison,Q5481829
359,Michael Mahoney,1939-06-30,2008-07-23,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Michael_Sean_Mahoney,Q6834262
360,Anneliese Maier,1905-11-17,1971-02-12,Femme,1958-08-21,,,,,,,,Médaille Sarton,10084,,,Q91482
361,Alfonso Maierù,1939-01-04,2011-02-09,Homme,,,,,,,,,,,,https://it.wikipedia.org/wiki/Alfonso_Maier%C3%B9,Q3611196
362,Roberto Marcolongo,1862-08-24,1943-05-16,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Roberto_Marcolongo,Q514677
363,Željko Markovi?,1889-02-20,1974-08-23,Homme,,,,,,,,,,,,,Q98755152
364,Duran Martinez,1906-01-01,1974-01-01,Homme,,,,,,,,,,,,,Q108812537
365,Otakar Matoušek,1899-01-14,1994-04-01,Homme,1961-02-20,,,,,,,file_uploads/ulf_550_Otakar.Matousek.jpg,,,13.4.9,https://cs.wikipedia.org/wiki/Otakar_Matou%C5%A1ek,Q95436278
366,Enrico Bellone,1938-08-14,2011-04-16,Homme,,,,,,,,,,,,,Q3725614
367,Francisco Jaguaribe de Mattos,1881-08-21,1974-02-03,Homme,1939-03-03,,,,,,,,,,13-4-10,https://pt.wikipedia.org/wiki/Francisco_Jaguaribe_Gomes_de_Matos,Q98636682
368,Kenneth May,1915-08-07,1977-01-12,Homme,,,,,,,,file_uploads/ulf_522_May.jpg,,,,https://fr.wikipedia.org/wiki/Kenneth_O._May,Q1398929
369,Josef Mayerhofer,1914-05-02,2003-10-04,Homme,,,,,,,,,,,,,Q68915245
370,Aly Mazaheri,1914-10-03,1991-11-24,Homme,,,,,,,,file_uploads/ulf_265_Aly.Mazaheri.1914-1991.C160.preview.jpg,,,,https://fr.wikipedia.org/wiki/Aly_Mazah%C3%A9ri,Q16889631
371,Loren Mckinney,1891-01-01,1963-09-26,Femme,,,,,,,,,,,,,Q52156709
372,Ernan McMullin,1924-10-13,2011-08-02,Homme,2005-12-28,,,,,,,,,,,https://en.wikipedia.org/wiki/Ernan_McMullin,Q1356152
373,James McMurrich,1859-10-16,1939-09-02,Homme,,,,,,,,file_uploads/ulf_266_J.Playfair.Mc.Murrich.1859-1939.C060.preview.jpg,,,,https://fr.wikipedia.org/wiki/James_McMurrich,Q6106795
374,Everett Mendelsohn,1931-10-28,2023-06-06,Homme,1971-01-11,,,,,,,file_uploads/ulf_489_Everett_Mendelsohn.jpg,,,,,Q93372372
375,Eric Mendoza,1919-04-08,2007-02-21,Homme,,,,,,,,,,,,,
376,Emile Meyerson,1859-12-02,1933-01-09,Homme,,,,,,,,file_uploads/ulf_601_Meyerson.png|file_uploads/ulf_603_Emile.Meyerson.jpg,Légion d'honneur,10160,,https://fr.wikipedia.org/wiki/%C3%89mile_Meyerson,Q286232
377,Luigi Belloni,1914-05-12,1989-08-13,Homme,1961-02-20,,,,,,,,,,,,Q55400753
379,Yoshio Mikami,1875-02-16,1950-12-31,Homme,,,,,,,,,,,,,Q251702
380,Gleb Mikhailov,1929-02-24,2021-03-18,Homme,2005-12-28,,,,,,,file_uploads/ulf_490_Mikhailov.jpg,,,,https://fr.wikipedia.org/wiki/Gleb_Mikha%C3%AFlov,Q4297345
381,Jaroslav Milbauer,1880-01-02,1959-01-19,Homme,,,,,,,,file_uploads/ulf_604_Jaroslav.Milbauer.jpg|file_uploads/ulf_605_Jaroslav_Milbauer.jpg,,,,,Q12023959
383,Arthur I. Miller,1940-06-02,,Homme,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arthur_I._Miller,Q4799162
384,Eugen Mittwoch,1876-04-12,1942-08-11,Homme,,,,,,,,file_uploads/ulf_271_Eugen.Mittwoch.1867-1942.C089.preview.jpg,,,,,Q106013
386,Andrew Molland,1941-02-20,2002-09-04,Homme,,,,,,,,,,,,,
387,Arlindo Monteiro,1888-01-01,1956-01-01,Homme,1939-03-03,,,,,,,file_uploads/ulf_232_Arlindo.Camilo.Monteiro.1888-1956.C079-E049.preview.jpg,,,,,Q68920384
388,Hélène Bellosta-Baylet,1946-05-03,2011-08-19,Femme,,,,,,,,,,,,,Q3144706
389,Paul Mouy,1888-08-13,1946-08-10,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Paul_Mouy,Q3371882
391,Robert P. Multhauf,1919-08-06,2004-08-05,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Robert_Multhauf,Q7348228
392,Süßmann Muntner,1897-09-17,1973-01-20,Homme,1961-02-20,,,,,,,file_uploads/ulf_492_Süssmann_Müntner.png,,,,https://de.wikipedia.org/wiki/S%C3%BCssmann_Munter,Q37275910
393,Tamotsu Murata,1924-11-03,2008-06-07,Homme,1988-11-09,,,,,,,,,,,https://ja.wikipedia.org/wiki/%E6%9D%91%E7%94%B0%E5%85%A8,Q11523403
394,Jusuf Musabekov,1910-04-10,1970-05-08,Homme,,,,,,,,,,,,,
395,Carlo Alfonso Nallino,1872-02-16,1938-07-25,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Carlo_Alfonso_Nallino,Q1075879
396,Joseph Needham,1900-09-12,1995-03-24,Homme,1947-03-06,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Joseph_Needham_in_Cambridge_1965_04.jpg,Médaille Sarton,10084,14.3.6,https://fr.wikipedia.org/wiki/Joseph_Needham,Q318054
397,Max Neuburger,1868-08-12,1955-03-15,Homme,1928-06-11,,,,,,,file_uploads/ulf_607_Max_Neuburger.jpg|file_uploads/ulf_606_Max.Neuburger.jpg,,,,https://en.wikipedia.org/wiki/Max_Neuburger,Q1913127
398,Otto Neugebauer,1899-05-26,1990-02-19,Homme,1949-06-15,,,,,,,file_uploads/ulf_716_Neugebauer.jpeg,,,14-3-10,https://fr.wikipedia.org/wiki/Otto_Eduard_Neugebauer,Q111996
399,Yahia Boubaker Ben,1914-07-06,2001-03-13,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Boubaker_Ben_Yahia,Q16259347
400,Muhammad Nizamuddin,1899-05-22,1968-11-30,Homme,,,,,,,,,,,,,
401,Heribert Nobis,1924-11-05,2017-06-02,Homme,,,,,,,,,,,,,Q1339673
404,Luboš Nový,1929-11-13,2017-10-06,Homme,1971-01-11,,,,,,,,,,,,
405,Ronald Numbers,1942-03-06,2023-07-24,Homme,2007-01-12,,,,,,,file_uploads/ulf_496_Numbers.jpg,Médaille Sarton,10084,,https://fr.wikipedia.org/wiki/Ronald_Numbers,Q2165714
406,Mary Jo Nye,1944-05-12,,Femme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/Mary_Jo_Nye_October_10%2C_2013_Roy_G._Neville_Prize_crop.jpg,Médaille Koyré,9568,,https://fr.wikipedia.org/wiki/Mary_Jo_Nye,Q1246280
407,Robert Olby,1933-04-10,,Homme,2005-12-28,,,,,,,,,,,https://en.wikipedia.org/wiki/Robert_Olby,Q2158414
408,David Oldroyd,1936-01-20,2014-07-11,Homme,2007-01-12,,,,,,,,,,,https://en.wikipedia.org/wiki/David_R._Oldroyd,Q14828017
410,Henri Berr,1863-01-31,1954-11-19,Homme,,,,,,,,file_uploads/ulf_620_Berr_Henri.jpg|file_uploads/ulf_562_Berr.jpg,,,,https://fr.wikipedia.org/wiki/Henri_Berr,Q3100150
411,Eugeniusz Olszewski,1911-01-01,1994-01-06,Homme,1981-03-20,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Eugeniusz_Olszewski.jpg,,,,https://pl.wikipedia.org/wiki/Eugeniusz_Olszewski,Q9256011
412,Charles O'Malley,1907-01-04,1970-06-04,Homme,1960-02-15,,,,,,,,,,,,Q68920940
413,Kazimierz Opalek,1918-07-13,1995-11-11,Homme,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Kazimierz_Opa%C5%82ek,Q21159838
414,Jane Marion Oppenheimer,1911-09-19,1996-03-19,Femme,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jane_M._Oppenheimer,Q20011442
415,Carmélia Opsomer,1947-02-12,,Femme,1997-05-28,,,,,,,file_uploads/ulf_693_Opsomer.jpg,,,,,Q63953006
416,Naomi Oreskes,1958-11-25,,Femme,2009-05-25 20:21,,,,,,,file_uploads/ulf_332_Naomi_Oreskes_2nd_European_TA_conference_in_Berlin_2015.JPG,,,,https://fr.wikipedia.org/wiki/Naomi_Oreskes,Q205618
417,Juan de Orús Navarro,1921-09-25,2005-11-09,Homme,,,,,,,,,,,,,Q102085936
418,Walter Pagel,1898-12-11,1952-05-03,Homme,1958-08-21,,,,,,,file_uploads/ulf_608_Walter_Pagel.jpg,,,,https://fr.wikipedia.org/wiki/Walter_Pagel,Q75242
420,Pierre Pansier,1864-08-19,1934-10-26,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Pierre_Pansier,Q59525749
421,Nicolas Besio Moreno,1879-01-01,1962-01-01,Homme,,,,,,,,,,,,https://es.wikipedia.org/wiki/Nicol%C3%A1s_Besio_Moreno,Q58303510
422,Humberto Paoli,1876-06-24,1953-04-29,Homme,,,,,,,,file_uploads/ulf_572_Humberto_Paoli.png,,,,,Q59576522
423,Christos Papanastassiou,1997-02-10,1958-07-01,Homme,,,,,,,,,,,,,Q102347935
424,Desiderio Papp,1895-05-21,1993-01-31,Homme,1961-02-20,,,,,,,file_uploads/ulf_277_Desiderio.Papp.1895-1993.C150-E130-H028.preview.jpg,,,,https://es.wikipedia.org/wiki/Desiderio_Papp_Pollack,Q1200642
425,Vakhtang Parkadze,1912-05-26,1998-01-27,Homme,1983-04-15,,,,,,,file_uploads/ulf_660_Parkadze.jpg,,,15.1.1,,
426,James Partington,1886-06-30,1965-09-10,Homme,1957-09-11,,,,,,,,Médaille Sarton|Dexter,10084|10125,,https://en.wikipedia.org/wiki/J._R._Partington,Q903959
427,Véra Pavlova,1912-02-19,2003-01-01,Femme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/V%C3%A9ra_Pavlova,Q24089189
428,Jacques Payen,1931-03-13,1993-10-13,Homme,,,,,,,,,,,,,Q36035296
429,Adalberto Pazzini,1898-02-23,1975-01-01,Homme,,,,,,,,file_uploads/ulf_278_Adalberto.Pazzini.1898-1975.C163.preview.jpg,,,,https://it.wikipedia.org/wiki/Adalberto_Pazzini,Q16524609
430,Olaf Pedersen,1920-08-04,1997-03-12,Homme,1971-11-01,,,,,,,,,,,,Q2204212
431,Eric Peet,1882-12-08,1934-02-22,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Thomas_Eric_Peet,Q2269194
432,Heimann Bessmertny,1890-03-19,1905-04-23,Femme,,,,,,,,,,,,,Q105054708
433,Jean Pelseneer,1863-06-26,1945-05-05,Homme,1948-01-04,,,,,,,file_uploads/ulf_497_Paul_Pelseneer.png,,,,,Q3371983
434,Joseph Peres,1890-10-31,1962-12-02,Homme,1948-01-04,,,,,,,file_uploads/ulf_498_Joseph_Pérès.JPG,Légion d'honneur,10160,,https://fr.wikipedia.org/wiki/Joseph_P%C3%A9r%C3%A8s,Q3185532
437,Garegin Petrosyan,1902-10-09,1997-12-12,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/84/Garegin_Petrosyan.jpg,,,,,Q13052523
438,Svetlana Petrova,1955-07-12,,Femme,2012-07-12,,,,,,,file_uploads/ulf_393_Svetlana_Petrova_2017.jpg,,,,,Q98035706
439,Emile Picard,1856-07-24,1941-11-12,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/05/Charles-Emile_Picard%2C_ante_1909_-_Accademia_delle_Scienze_di_Torino_0148_B.jpg,,,,https://fr.wikipedia.org/wiki/%C3%89mile_Picard,Q286375
440,Herbert Kurt Otto Pieper,1943-05-03,2008-06-09,Homme,,,,,,,,,,,,,Q59528340
441,Shlomo Pinès,1908-05-08,1990-09-01,Homme,,,,,,,,,,,,,Q2920042
442,David Edwin Pingree,1933-02-01,2005-11-11,Homme,1984-11-09,,,,,,,,,,,https://fr.wikipedia.org/wiki/David_Pingree,Q1029283
443,Joseph Bidez,1867-09-04,1945-09-20,Homme,1935-04-03,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d6/JosephBidez.jpg,,,,https://fr.wikipedia.org/wiki/Joseph_Bidez,Q549715
444,Olivério de Oliveira Pinto,1896-11-03,1981-06-13,Homme,,,,,,,,,,,,https://en.wikipedia.org/wiki/Oliv%C3%A9rio_Pinto,Q18708650
445,Jean Piveteau,1899-09-23,1991-07-03,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Jean_Piveteau,Q1685766
446,Iosif Pogrebysskij,1906-02-23,1971-05-20,Homme,,,,,,,,,,,,https://en.wikipedia.org/wiki/Iosif_Pogrebyssky,Q4366908
447,Giovanni Polvani,1892-12-17,1970-11-08,Homme,1969-01-12,,,,,,,file_uploads/ulf_499_Giovanni_Polvani.jpg,,,,https://it.wikipedia.org/wiki/Giovanni_Polvani,Q3767965
448,Emil Pop,1897-04-13,1974-07-14,Homme,1963-06-26,,,,,,,file_uploads/ulf_500_Emil_Pop.jpg,,,,https://ro.wikipedia.org/wiki/Emil_Pop,Q18545546
449,Karl Raimund Popper,1902-07-28,1994-09-17,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/43/Karl_Popper.jpg,,,,https://fr.wikipedia.org/wiki/Karl_Popper,Q81244
450,Roy Sydney Porter,1946-12-31,2002-03-03,Homme,,,,,,,,,,,,https://en.wikipedia.org/wiki/Roy_Porter,Q354728
451,Frederick Poynter,1908-12-24,1979-11-03,Homme,1961-02-20,,,,,,,file_uploads/ulf_501_Noël_Lawrence.jpg,,,,https://en.wikipedia.org/wiki/No%C3%ABl_Poynter,Q18922261
452,Adolf Prag,1906-01-01,2005-03-27,Homme,,,,,,,,,,,,,Q112467456
453,Derek Price,1922-01-22,1983-03-09,Homme,1966-10-15,,,,,,,file_uploads/ulf_488_Derekde_Price.jpg,,,,https://fr.wikipedia.org/wiki/Derek_Price,Q764747
454,Amedeo Agostini,1892-06-03,1958-06-27,Homme,,,,,,,,,,,,https://en.wikipedia.org/wiki/Amedeo_Agostini,Q3613870
455,Tadeusz Bilikiewicz,1901-05-04,1980-10-11,Homme,,,,,,,,,,,non,,Q9354081
458,Patricia Radelet-De Grave,1948-11-11,,Femme,2005-12-28,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/2016-04-20_Gottfried_Wilhelm_Leibniz_Bibliothek%2C_Leibniz-Akademie-Ausgabe_%28117%29_Prof._Dr._Patricia_Radelet-de_Grave.JPG,,,,,Q56641765
459,Emmanuel Radl,1873-12-21,1942-12-05,Homme,1928-12-26,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Emanuel_R%C3%A1dl.jpg,,,,https://en.wikipedia.org/wiki/Emanuel_R%C3%A1dl,Q3563524
460,Mieczyslaw Radwan,1889-05-04,1968-01-30,Homme,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Mieczys%C5%82aw_Radwan,Q16577031
462,Emilio Ravignani,1886-01-15,1954-08-03,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Emilio-ravignani.jpg,,,,,Q5831295
463,Ingiald Reichborn-Kjennerud,1865-06-27,,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/54/IngjardReichborn-Kjennerud.jpg,,,,https://no.wikipedia.org/wiki/Ingjald_Reichborn-Kjennerud,Q16904222
464,Nathan Reingold,1927-01-01,2005-01-01,Homme,,,,,,,,,,,,,Q59525215
465,Horst Remane,1941-05-29,2018-12-21,Homme,,,,,,,,"file_uploads/ulf_348_Remane,_Horst_2018.jpg",,,,,Q15858730
466,Roger Billard,1922-08-29,2000-12-30,Homme,,,,,,,,,,,6.6.2,,Q55996910
467,Henri-Paul-Joseph Renaud,1881-03-04,1945-05-09,Homme,1935-04-03,,,,,,,,,,,https://fr.wikipedia.org/wiki/Henri-Paul-Joseph_Renaud,Q60828475
468,Julio Rey Pastor,1888-02-02,1962-02-21,Homme,1938-06-03,,,,,,,file_uploads/ulf_502_Julio_Rey_Pastor.png,,,,https://fr.wikipedia.org/wiki/Julio_Rey_Pastor,Q503376
469,Maria Righini Bonelli,1917-11-11,1981-12-18,Femme,1965-06-26,,,,,,,file_uploads/ulf_667_Maria_Luisa_Righini_Bonelli.jpg,Médaille Sarton,10084,,https://fr.wikipedia.org/wiki/Maria_Luisa_Righini_Bonelli,Q1367633
470,Bernard Rochot,1900-02-11,1905-05-24,Homme,,,,,,,,,,,,https://fr.wikipedia.org/wiki/Bernard_Rochot,Q15970923
471,Jacques Roger,1920-10-24,1990-03-26,Homme,1978-06-21,,,,,,,file_uploads/ulf_639_Roger_Jacques_wikip.jpg,,,,https://fr.wikipedia.org/wiki/Jacques_Roger,Q3159903
472,Duane Roller,1920-03-14,1994-08-22,Homme,,,,,,,,,,,,,Q112581194
473,Adolphe Rome,1889-12-07,1971-09-04,Homme,1957-09-11,,,,,,,,,,,https://en.wikipedia.org/wiki/Adolphe_Rome,Q365804
474,Vasco Ronchi,1897-12-19,1988-10-31,Homme,1955-10-07,,,,,,,,,,,https://en.wikipedia.org/wiki/Vasco_Ronchi,Q7916425
475,Maria Rooseboom,1909-04-05,1978-01-01,Femme,,,,,,,,,,,,,Q66086102
476,Edward Rosen,1906-12-12,1985-03-28,Homme,1966-10-15,,,,,,,,,,,,Q5345115
477,Arthur Birembaut,1905-11-13,1986-01-14,Homme,,,,,,,,,,,,,Q2864997
478,Boris Rosenfeld,1917-08-30,2008-04-05,Homme,1978-06-21,,,,,,,,,,,https://fr.wikipedia.org/wiki/Boris_Rosenfeld,Q893601
479,Leon Rosenfeld,1904-08-14,1974-03-23,Homme,1966-10-15,,,,,,,file_uploads/ulf_696_Leon_Rosenfeld.jpg,,,,https://fr.wikipedia.org/wiki/L%C3%A9on_Rosenfeld,Q1063692
480,Grazyna Rosinska,1937-01-01,2013-01-01,Femme,,,,,,,,,,,,,Q68913758
481,Karl Eduard Rothschuh,1908-06-07,1984-03-09,Homme,1968-08-21,,,,,,,,,,,https://fr.wikipedia.org/wiki/Karl_Eduard_Rothschuh,Q1730815
483,Julius Ruska,1867-09-02,1949-12-02,Homme,1928-12-26,,,,,,,file_uploads/ulf_526_Julius.Ruska.jpg,,,,https://fr.wikipedia.org/wiki/Julius_Ruska,Q77994
484,François Russo,1909-06-28,1998-10-17,Homme,,,,,,,,,Médaille Koyré,9568,,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Russo,Q3085768
485,Pawel Rybicki,1902-09-30,1988-07-15,Homme,,,,,,,,,,,,https://pl.wikipedia.org/wiki/Pawe%C5%82_Rybicki,Q11814380
486,Eugeniusz Rybka,1898-06-05,1988-08-12,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Eugeniusz_Rybka_%281973%29.jpg,,,,https://en.wikipedia.org/wiki/Eugeniusz_Rybka,Q2090699
488,Marian Biskup,1922-12-19,2012-04-16,Homme,,,,,,,,,,,,,Q941762
489,Claire Salomon-Bayet,1932-01-05,2016-09-10,Femme,1997-05-28,,,,,,,,,,,https://fr.wikipedia.org/wiki/Claire_Salomon-Bayet,Q2975121
490,Shmuel Sambursky,1900-10-30,1990-05-18,Homme,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/12/Shmuel_Sambursky.jpg,,,,https://en.wikipedia.org/wiki/Shmuel_Sambursky,Q48688470
491,Julio Samsó Moya,1942-05-17,,Homme,1986-11-30,,,,,,,,Médaille Koyré,9568,,https://fr.wikipedia.org/wiki/Julio_Sams%C3%B3,Q22443697
