id,name,lat,lng,nation,naissance,mort,c_date,e,e_date,genre,ocupation,link,WP
398,Otto Neugebauer,39.7837304,-100.445882,Etats Unis,1899-05-26,1990-02-19,1931-02-15,69,1949-06-15,Homme,des mathematiques,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.balzan.org%2Fwp-content%2Fuploads%2F2022%2F05%2Fotto-neugebauer.jpg&f=1&nofb=1&ipt=b85d0f16fc20c5e17b5a7d1c70ac8fa0edac08fd711fc2781561ed6d7e6fc767,https://fr.wikipedia.org/wiki/Otto_Eduard_Neugebauer
405,Ronald Numbers,39.7837304,-100.445882,Etats Unis,1942-03-06,2023-07-24,1993-10-09,340,2007-01-12,Homme,,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.cwhowell.com%2Fcontent%2Fimages%2F2023%2F09%2FRonald_Numbers_crop_2012_CHF_Science_Secularization_033-wikimedia.jpg&f=1&nofb=1&ipt=1ffa5f76509b804d02a9cc01c44557d7cbc6a14e706e2f4f39d909b334c4d9ad,https://fr.wikipedia.org/wiki/Ronald_Numbers
407,Robert Olby,51.5074456,-0.1277653,Etats Unis,1933-04-10,,1993-10-09,334,2005-12-28,Homme,de la biologie,,https://en.wikipedia.org/wiki/Robert_Olby
408,David Oldroyd,-24.7761086,134.755,Australie,1936-01-20,2014-07-11,2002-05-28,342,2007-01-12,Homme,editeur,,https://en.wikipedia.org/wiki/David_R._Oldroyd
411,Eugeniusz Olszewski,52.2319581,21.0067249,Pologne,1911-01-01,1994-01-06,1963-06-26,214,1981-03-20,Homme,historien des de la technique,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fc8.alamy.com%2Fcomp%2FKKMNGN%2Feugeniusz-olszewski-KKMNGN.jpg&f=1&nofb=1&ipt=5f50bb6891c65039122b533a18e41630bf56d6f5fb50f5e054861eebda0505a5,https://pl.wikipedia.org/wiki/Eugeniusz_Olszewski
416,Naomi Oreskes,39.7837304,-100.445882,Etats Unis,1958-11-25,,2010-12-04,440,2009-05-25,Femme,philosophe des sciences,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Falchetron.com%2Fcdn%2Fnaomi-oreskes-5662a65b-b16e-477c-b710-37a65e3bd9d-resize-750.png&f=1&nofb=1&ipt=5b53a470458df05dddd6c7dda9e5e61cd2415e23078c7324edb8ef8fc0509485,https://fr.wikipedia.org/wiki/Naomi_Oreskes
418,Walter Pagel,51.1638175,10.4478313,Royaume-Uni,1898-12-11,1952-05-03,1952-03-05,98,1958-08-21,Homme,de la medecine,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F2%2F2a%2FWalter_Pagel_c1945.jpg%2F171px-Walter_Pagel_c1945.jpg&f=1&nofb=1&ipt=5e1c15dbec1e52f5f139ceb6be57bdd7d628730dc497062f3e45dbd219212122,https://fr.wikipedia.org/wiki/Walter_Pagel
424,Desiderio Papp,-26.5643582,-64.882397,Chili et Argentine,1895-05-21,1993-01-31,1948-05-03,130,1961-02-20,Homme,philologue,,https://es.wikipedia.org/wiki/Desiderio_Papp_Pollack
426,James Partington,51.5074456,-0.1277653,Royaume-Uni,1886-06-30,1965-09-10,1957-11-09,87,1957-09-11,Homme,editeur,,https://en.wikipedia.org/wiki/J._R._Partington
434,Joseph Peres,46.603354,1.8883335,France,1890-10-31,1962-12-02,1947-03-06,65,1948-01-04,Homme,de la chimie,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fmathshistory.st-andrews.ac.uk%2FBiographies%2FPeres%2Fthumbnail.jpg&f=1&nofb=1&ipt=ff51262034e2629041735e4a35ccee2bcb9473ef0694073884d56488f5d5301f,https://fr.wikipedia.org/wiki/Joseph_P%C3%A9r%C3%A8s
442,David Edwin Pingree,39.7837304,-100.445882,Etats Unis,1933-02-01,2005-11-11,1971-11-01,231,1984-11-09,Homme,philologue,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Falchetron.com%2Fcdn%2Fdavid-pingree-96ea87e9-2c7e-435e-9dba-0d7b4d256b8-resize-750.jpeg&f=1&nofb=1&ipt=b741a3c38841d465e61c4e2e8490ebcded01a5b483d406b9f76dd424dda008c6,https://fr.wikipedia.org/wiki/David_Pingree
443,Joseph Bidez,50.6402809,4.6667145,Belgique,1867-09-04,1945-09-20,1930-02-15,40,1935-04-03,Homme,philologue,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fatlantipedia.ie%2Fsamples%2Fwp-content%2Fuploads%2F2010%2F06%2FJoseph_Bidez_1867-1945-192x300.jpg&f=1&nofb=1&ipt=ad5180a6d83adec9a35fc2ab6191cfbc8e1aa8012061f2b6aa2b24bc1e31f733,https://fr.wikipedia.org/wiki/Joseph_Bidez
447,Giovanni Polvani,41.8933203,12.4829321,Italie,1892-12-17,1970-11-08,1961-02-20,170,1969-01-12,Homme,de la physique,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.scienzainrete.it%2Ffiles%2Fstyles%2Flarge%2Fpublic%2Fpolvani.png%3Fitok%3DYxNScdPF&f=1&nofb=1&ipt=53d57a5d0f66a2f023c5853d50e5de96bb6d102ee3a873bbbaa853464a911b20,https://it.wikipedia.org/wiki/Giovanni_Polvani
448,Emil Pop,44.43225,26.10626,Roumanie,1897-04-13,1974-07-14,1961-02-20,142,1963-06-26,Homme,de la biologie,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.egco.ro%2Fwp-content%2Fuploads%2F2020%2F07%2F250px-Emil_Pop-1.jpg&f=1&nofb=1&ipt=89660b4a652ead84ddb9dd7b74b7279e64fca6d7c25c32b9ea09d9d0b698d8d5,https://ro.wikipedia.org/wiki/Emil_Pop
451,Frederick Poynter,51.5074456,-0.1277653,Royaume-Uni,1908-12-24,1979-11-03,1960-02-15,123,1961-02-20,Homme,de la medecine,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F0%2F03%2FFrederick_No%25C3%25ABl_Lawrence_Poynter._Photograph._Wellcome_V0027862.jpg%2F500px-Frederick_No%25C3%25ABl_Lawrence_Poynter._Photograph._Wellcome_V0027862.jpg&f=1&nofb=1&ipt=61378dd114356589303db74e061f9328fcb931d9d079ff5f0d9c9ce9156e0262,https://en.wikipedia.org/wiki/No%C3%ABl_Poynter
453,Derek Price,39.7837304,-100.445882,Etats Unis,1922-01-22,1983-03-09,1958-08-21,149,1966-10-15,Homme,scienciometriste,https://upload.wikimedia.org/wikipedia/commons/6/61/DerekdeSollaPrice.jpg,https://fr.wikipedia.org/wiki/Derek_Price
459,Emmanuel Radl,50.0596288,14.44645927,Tchecoslovaquie,1873-12-21,1942-12-05,,18,1928-12-26,Homme,de la biologie,,https://en.wikipedia.org/wiki/Emanuel_R%C3%A1dl
467,Henri-Paul-Joseph Renaud,46.603354,1.8883335,France,1881-03-04,1945-05-09,1935-03-04,39,1935-04-03,Homme,de la medecine,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Flostfencing.files.wordpress.com%2F2023%2F02%2F1280px-touche_a_tout_1910_joseph_renaud_par_henri_manuel.jpg&f=1&nofb=1&ipt=b696a08a613d3a9c19cff25daf78c8b5adc8fa34cc581eed3a423464e77c08da,https://fr.wikipedia.org/wiki/Henri-Paul-Joseph_Renaud
468,Julio Rey Pastor,40.4167047,-3.7035825,Chili et Argentine,1888-02-02,1962-02-21,1934-02-03,47,1938-06-03,Homme,des mathematiques,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.ecured.cu%2Fimages%2Fd%2Fd2%2FRey_pastor.jpg&f=1&nofb=1&ipt=4d1a18d6e341b6e03f98366bba42a48c7f1c10efe655b39b5480da6862f604d3,https://fr.wikipedia.org/wiki/Julio_Rey_Pastor
469,Maria Righini Bonelli,41.8933203,12.4829321,Italie,1917-11-11,1981-12-18,1958-08-21,146,1965-06-26,Femme,conservatrice museale,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fmujeresconciencia.com%2Fapp%2Fuploads%2F2014%2F11%2Fluisa-203x240.jpg&f=1&nofb=1&ipt=e7440a71e6c254facd99eb8deabf4a18244613029226eccef9effdec2f3a2f8e,https://fr.wikipedia.org/wiki/Maria_Luisa_Righini_Bonelli
471,Jacques Roger,46.603354,1.8883335,France,1920-10-24,1990-03-26,1971-11-01,211,1978-06-21,Homme,,,https://fr.wikipedia.org/wiki/Jacques_Roger
473,Adolphe Rome,50.6402809,4.6667145,Belgique,1889-12-07,1971-09-04,1934-03-02,83,1957-09-11,Homme,de l'astronomie,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.persee.fr%2FrenderIllustration%2Fantiq_0770-2817_1971_num_40_1_P_0006_0000_1.png&f=1&nofb=1&ipt=b9df61f7dfba244a399590cc96ac9b61124650d72ba2c71efd580103c263cda2,https://en.wikipedia.org/wiki/Adolphe_Rome
474,Vasco Ronchi,41.8933203,12.4829321,Italie,1897-12-19,1988-10-31,1954-07-15,79,1955-10-07,Homme,de la physique,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.azquotes.com%2Fpublic%2Fpictures%2Fauthors%2Ff3%2F46%2Ff3467a679d9ce61f50df89d4754d15df%2F556ec74a954a8_vasco_ronchi.jpg&f=1&nofb=1&ipt=e6cbda04bf649c01f7d00c52784c58219ca44a48850a79e55a4a4679c490cbc6,https://en.wikipedia.org/wiki/Vasco_Ronchi
478,Boris Rosenfeld,59.9606739,30.1586551,URSS,1917-08-30,2008-04-05,1971-11-01,213,1978-06-21,Homme,,,https://fr.wikipedia.org/wiki/Boris_Rosenfeld
479,Leon Rosenfeld,50.6402809,4.6667145,Denmark,1904-08-14,1974-03-23,1947-06-03,158,1966-10-15,Homme,editeur,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Falchetron.com%2Fcdn%2Flon-rosenfeld-4fd2172c-8a25-482b-a558-7487e66d4ec-resize-750.jpg&f=1&nofb=1&ipt=4d9e727231414543656ac8881a6b24963fcccd0970526dfb8d5c64391bbae50e,https://fr.wikipedia.org/wiki/L%C3%A9on_Rosenfeld
481,Karl Eduard Rothschuh,51.1638175,10.4478313,Allemagne,1908-06-07,1984-03-09,1961-02-20,163,1968-08-21,Homme,de la medecine,,https://fr.wikipedia.org/wiki/Karl_Eduard_Rothschuh
483,Julius Ruska,48.1375,11.575,Allemagne,1867-09-02,1949-12-02,,20,1928-12-26,Homme,traducteur,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Falchetron.com%2Fcdn%2Fjulius-ruska-8ba7c796-c85d-4416-a454-b99cae043aa-resize-750.jpeg&f=1&nofb=1&ipt=f3a81dc7612ccfba21722e0aed1cec2a3278a8e849773ec10c490771c15fb66b,https://fr.wikipedia.org/wiki/Julius_Ruska
489,Claire Salomon-Bayet,46.603354,1.8883335,France,1932-01-05,2016-09-10,1993-10-09,287,1997-05-28,Femme,philosophe des sciences,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fcaphes.ens.fr%2Fwp-content%2Fuploads%2F2022%2F07%2FClaire-Salomon-Bayet.jpg&f=1&nofb=1&ipt=dd7be539a914bc17ba43adb0833a6be572e48ea6020c7587ef4a17fadfef1789,https://fr.wikipedia.org/wiki/Claire_Salomon-Bayet
491,Julio Samso Moya,41.5787122,2.5103642,Espagne,1942-05-17,,1978-06-21,233,1986-11-30,Homme,traducteur,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fi.ytimg.com%2Fvi%2FN0fEsoZpzAI%2Fhqdefault.jpg&f=1&nofb=1&ipt=918503dc656272cbfe96022037caaebcb9d5c48c84c71531d83b3d88514c940d,https://fr.wikipedia.org/wiki/Julio_Sams%C3%B3
492,Jose Sanchez Ron,40.4167047,-3.7035825,Espagne,1949-06-01,,2005-12-28,401,2015-05-30,Homme,editeur,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fbiotechmagazineandnews.com%2Fwp-content%2Fuploads%2F2024%2F05%2FSANCHEZ-RON-1068x712.jpg&f=1&nofb=1&ipt=7b4095bb6358d98db2dac6386b5e4dd62fdaddf09a24f61290ffd93198a3530a,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_S%C3%A1nchez_Ron
494,Giorgio de Santillana,39.7837304,-100.445882,Etats Unis,1902-05-30,1974-08-06,1958-08-21,104,1960-02-15,Homme,philosophe des sciences,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.babelio.com%2Fusers%2FAVT_Giorgio-de-Santillana_4530.jpg&f=1&nofb=1&ipt=bc8c3a5b25be00c122b628ecbfe17a9ab3c0e705ab7347acc6e2f7a338b2c967,https://en.wikipedia.org/wiki/Giorgio_de_Santillana
501,Robert Edwin Schofield,39.7837304,-100.445882,Etats Unis,1923-01-06,2011-12-30,1965-06-26,284,1965-06-26,Homme,,,https://fr.wikipedia.org/wiki/Robert_E._Schofield
510,Leonid Blaher,53.2194648,50.2039316,URSS,1900-10-16,1987-01-01,1963-06-26,159,1966-10-15,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Leonid_Bl%C3%AFakher
514,Richard Shryock,39.7837304,-100.445882,Etats Unis,1893-03-29,1972-01-02,1950-03-15,81,1956-07-16,Homme,de la medecine,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%2Fid%2FOIP.sJSU_ghuhnaerpGT7zDTOAAAAA%3Fpid%3DApi&f=1&ipt=cd3bedc841c543201596eeb57391885fea9788e6f3b3c1cea9f5102b2ee6924b,https://fr.wikipedia.org/wiki/Richard_Harrison_Shryock
517,Kripa Shukla,22.3511148,78.6677428,Inde,1918-01-01,2007-01-01,1988-11-09,295,1999-05-05,Homme,des mathematiques,,https://en.wikipedia.org/wiki/Kripa_Shankar_Shukla
520,Gerard Simon,46.603354,1.8883335,France,1931-01-21,2009-06-22,1993-10-09,292,1999-05-05,Homme,de l'astronomie,https://external-content.duckduckgo.com/iu/?u=http%3A%2F%2Ftransfers.ens.fr%2FIMG%2Fjpg%2Fgerard_simon-affiche.jpg&f=1&nofb=1&ipt=d00763cb3fd640fd2e943d1d54cf893920024752e957ae5e3b3bf90d37711c56,https://fr.wikipedia.org/wiki/G%C3%A9rard_Simon_(historien)
521,Marie Boas Hall,39.7837304,-100.445882,Royaume-Uni,1919-10-18,2009-02-23,1960-02-15,147,1966-10-15,Femme,de la physique,,https://fr.wikipedia.org/wiki/Marie_Boas_Hall
523,Nathan Sivin,39.7837304,-100.445882,Etats Unis,1931-11-05,2023-06-24,1971-01-11,259,1991-01-30,Homme,de la medecine,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.amacad.org%2Fsites%2Fdefault%2Ffiles%2Fperson%2Fheadshots%2FNathanSivin%2520(2).jpg&f=1&nofb=1&ipt=3b21059c146e783a5c6346fe13e1e7f8999743cbf3874f949f25a65adebd5bd8,https://fr.wikipedia.org/wiki/Nathan_Sivin
537,Henry Ernest Stapleton,51.5074456,-0.1277653,Royaume-Uni,1878-05-03,1962-02-12,1929-05-21,78,1955-07-15,Homme,de la chimie,,https://en.wikipedia.org/wiki/Henry_Ernest_Stapleton
538,Robert Steele,51.5074456,-0.1277653,Royaume-Uni,1860-05-30,1944-03-27,,21,1928-12-26,Homme,editeur,,https://en.wikipedia.org/wiki/Robert_Steele_(medievalist)
539,Michael Stephanides,38.9953683,21.9877132,Grece,1868-11-08,1957-11-25,,46,1930-02-15,Homme,editeur,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Faustria-forum.org%2Faw%2Fimg%2FDr-Michael-Stephanides-MDW-2010.jpg%2F220px.jpg&f=1&nofb=1&ipt=da9b3144e5e82d7c4a01a48edde1ee009d7c14518486c1b124bcd706bcd16038,https://en.wikipedia.org/wiki/Michael_K._Stefanidis
551,Noel Swerdlow,39.7837304,-100.445882,Etats Unis,1941-09-09,2021-07-24,1991-01-30,308,2005-12-28,Homme,de l'astronomie,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fd3qi0qp55mx5f5.cloudfront.net%2Fphysicalsciences%2Fi%2Fbasic_pages%2FNoel_Swerdlow_Caltech_portrait970.jpg%3Fmtime%3D1627940356&f=1&nofb=1&ipt=c3d6c48960e7e4f260f0d14b47118f41e7d112e4a4cbaa90155f93d044d9ab08,https://fr.wikipedia.org/wiki/Noel_Swerdlow
562,Owsei Temkin,39.7837304,-100.445882,Etats Unis,1902-06-10,2002-07-18,1935-03-04,97,1958-08-21,Homme,de la medecine,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fi1.sndcdn.com%2Fartworks-000149680510-gof0sv-t500x500.jpg&f=1&nofb=1&ipt=b33e30be10f153afd0d8d82e6d97bb794c9cd14be11a7e0627af092084073208,https://fr.wikipedia.org/wiki/Owsei_Temkin
566,Valeriu Bologa,47.59397,14.12456,Roumanie,1892-11-26,1971-10-30,1933-06-02,46,1938-06-03,Homme,de la medecine,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fiiif.wellcomecollection.org%2Fimage%2FV0026060%2Ffull%2F800%252C%2F0%2Fdefault.jpg&f=1&nofb=1&ipt=87b6ae7038fd196241374cff9d357f3e48d189bda7c53572b5a171393c4b9450,https://de.wikipedia.org/wiki/Valeriu_Lucian_Bologa
569,Jean Theodorides,46.603354,1.8883335,France,1926-11-06,1999-12-27,1960-02-15,172,1969-12-01,Homme,de la biologie,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.babelio.com%2Fusers%2FAVT_Jean-Theodorides_5815.jpeg&f=1&nofb=1&ipt=eb1525f3fe1a363704f4edacaf0845a7971a8e1573d00434095c420e0948fb00,https://fr.wikipedia.org/wiki/Jean_Th%C3%A9odorid%C3%A8s
570,D'Arcy Wentworth Thompson,51.5074456,-0.1277653,Inde,1860-02-05,1948-06-21,1929-05-21,54,1947-03-06,Homme,des mathematiques,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fcollectionimages.npg.org.uk%2Flarge%2Fmw236474%2FSir-DArcy-Wentworth-Thompson.jpg&f=1&nofb=1&ipt=8687903e8a275e68206faa62d5869d360971851ad60091cfbb21644e43c0eab3,https://fr.wikipedia.org/wiki/D%27Arcy_Wentworth_Thompson_(1860-1948)
572,Lynn Thorndike,39.7837304,-100.445882,Etats Unis,1882-07-24,1965-12-28,,7,1928-08-17,Homme,editeur,,https://fr.wikipedia.org/wiki/Lynn_Thorndike
574,Anne Tihon,50.6402809,4.6667145,Belgique,1944-01-01,,1986-11-30,300,2002-05-28,Femme,de l'astronomie,,https://en.wikipedia.org/wiki/Anne_Tihon
577,Ettore Bortolotti,41.8933203,12.4829321,Italie,1866-06-03,1947-02-17,1931-02-15,43,1936-10-02,Homme,des mathematiques,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fc8.alamy.com%2Fcomp%2FP2W34W%2Fitaliano-ettore-bortolotti-1866-1947-circa-1946-non-noto-26-ettore-bortolotti-P2W34W.jpg&f=1&nofb=1&ipt=019762e343ba4a7456647a00dcd619d2d17598e77c0ab030c11ef967c1ee416d,https://fr.wikipedia.org/wiki/Ettore_Bortolotti
578,Marie-Antoinette Tonnelat,46.603354,1.8883335,France,1912-05-03,1980-03-12,1963-06-26,198,1974-02-18,Femme,de la physique,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2Ff%2Ff8%2FMarie-Antoinette_Tonnelat_01.jpg%2F500px-Marie-Antoinette_Tonnelat_01.jpg&f=1&nofb=1&ipt=15d8430209ce2be9422d1fa804a6aee2cbbec8c4b9972bee112aae26b2b3ce1c,https://fr.wikipedia.org/wiki/Marie-Antoinette_Tonnelat
586,Guido Ucelli di Nemi,41.8933203,12.4829321,Italie,1885-08-25,1964-08-23,1957-09-11,95,1958-08-21,Homme,conservateur museal,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fwww.ilsussidiario.net%2Fimg%2FEmmeciquadro%2F44%2FLapini_7_Guido-Carla-fine-anni-50_ok.jpg&f=1&nofb=1&ipt=1b3d31457e4a6065ba495c571076df155031fe615f257df9f6437763d0f68e05,https://it.wikipedia.org/wiki/Guido_Ucelli
599,Carl Boyer,39.7837304,-100.445882,Etats Unis,1906-03-11,1976-04-26,1957-09-11,119,1961-02-20,Homme,des mathematiques,https://external-content.duckduckgo.com/iu/?u=https%3A%2F%2Fmathshistory.st-andrews.ac.uk%2FBiographies%2FBoyer%2Fthumbnail.jpg&f=1&nofb=1&ipt=4fe380d2a3456d4aceeb7c2af51ff4468fb3d1db6755ca8e3ab06387d5d40574,https://fr.wikipedia.org/wiki/Carl_Benjamin_Boyer
600,Fernando de Vasconcelos,38.7077507,-9.1365919,Portugal,1874-03-26,1944-02-11,1933-02-06,38,1935-04-03,Homme,editeur,,https://pt.wikipedia.org/wiki/Fernando_de_Almeida_Loureiro_e_Vasconcelos
604,Frans Verdoorn,52.24764975,5.54124685,Pays-Bas,1906-07-24,,1947-03-06,120,1947-03-06,Homme,de la biologie,,https://es.wikipedia.org/wiki/Frans_Verdoorn
614,Max Wellmann,51.1638175,10.4478313,Allemagne,1863-03-15,1933-09-10,1929-05-21,26,1930-02-15,Homme,philologue,,https://de.wikipedia.org/wiki/Max_Wellmann
619,Gerald Whitrow,51.5074456,-0.1277653,Royaume-Uni,1912-09-06,2000-02-06,1961-02-20,155,1966-10-15,Homme,editeur,,https://fr.wikipedia.org/wiki/Gerald_James_Whitrow
625,L. Williams,39.7837304,-100.445882,Etats Unis,1927-08-09,2015-08-02,1963-06-26,195,1971-01-11,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/L._Pearce_Williams
634,Harry Woolf,39.7837304,-100.445882,Etats Unis,1923-12-08,2003-06-01,1960-02-15,196,1971-01-11,Homme,editeur,,https://en.wikipedia.org/wiki/Harry_Woolf_(historian)
638,Hans Wussing,51.1638175,10.4478313,Allemagne,1927-10-15,2011-04-26,1971-01-11,222,1981-03-20,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Hans_Wussing
639,Zezong Xi,39.9057136,116.3912972,Chine,1927-06-06,2008-12-27,1983-04-15,273,1993-10-09,Homme,editeur,,https://en.wikipedia.org/wiki/Xi_Zezong
640,Kiyosi Yabuuti,35.6821936,139.762221,Japon,1906-12-02,2000-02-06,1961-02-20,144,1965-06-26,Homme,editeur,,https://fr.wikipedia.org/wiki/Yabuuchi_Kiyoshi
643,Janet Browne,52.24764975,5.54124685,Royaume-Uni,1950-03-30,2005-12-28,2005-12-28,359,2010-12-04,Femme,de la medecine,,https://fr.wikipedia.org/wiki/Janet_Browne
647,Rudolph Zaunick,51.1638175,10.4478313,Allemagne,1893-08-26,1967-11-13,1960-02-15,138,1963-12-13,Homme,de la biologie,,https://de.wikipedia.org/wiki/Rudolph_Zaunick
650,Ernst Zinner,50.11056,10,Allemagne,1886-02-02,1970-08-30,1929-05-21,117,1961-02-20,Homme,de l'astronomie,,https://fr.wikipedia.org/wiki/Ernst_Zinner
652,Vasilij Zubov,55.625578,37.6063916,URSS,1900-01-08,1963-08-04,1958-08-21,111,1960-02-15,Homme,de l'art,,https://en.wikipedia.org/wiki/Vasily_Zubov
656,Jed Buchwald,39.7837304,-100.445882,Etats Unis,1949-04-25,,1988-11-09,275,1995-02-02,Homme,editeur,,https://fr.wikipedia.org/wiki/Jed_Z._Buchwald
660,Joseph Warren Dauben,39.7837304,-100.445882,Etats Unis,1944-12-29,,1984-09-11,258,1991-01-30,Homme,editeur,,https://fr.wikipedia.org/wiki/Joseph_Dauben
664,Peter Galison,39.7837304,-100.445882,Etats Unis,1955-01-01,,1995-02-02,336,2005-12-28,Homme,editeur,,https://fr.wikipedia.org/wiki/Peter_Galison
665,Leon Brunschvicg,46.603354,1.8883335,France,1869-10-11,1944-01-18,1929-03-20,42,1936-02-10,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/L%C3%A9on_Brunschvicg
666,Bernard Goldstein,39.7837304,-100.445882,Etats Unis,1938-01-29,,1971-01-11,242,1986-11-30,Homme,de l'astronomie,,https://fr.wikipedia.org/wiki/Bernard_R._Goldstein
671,John Heilbron,39.7837304,-100.445882,Etats Unis,1934-03-17,2023-05-11,1981-03-20,281,1997-05-28,Homme,de l'astronomie,,https://fr.wikipedia.org/wiki/John_L._Heilbron
674,Daniel Kevles,39.7837304,-100.445882,Etats Unis,1939-02-03,,2005-12-28,361,2010-04-12,Homme,editeur,,https://fr.wikipedia.org/wiki/Daniel_Kevles
677,Heinrich Buess-Kuny,46.7985624,8.2319736,Suisse,1911-05-17,1984-12-31,1965-06-26,179,1971-01-11,Homme,de la medecine,,https://de.wikipedia.org/wiki/Heinrich_Buess
680,Edward Larson,39.7837304,-100.445882,Etats Unis,1953-09-21,,2010-04-12,437,2019-05-25,Homme,editeur,,https://fr.wikipedia.org/wiki/Edward_J._Larson
685,William Newman,39.7837304,-100.445882,Etats Unis,1955-01-01,,2005-12-28,393,2015-05-30,Homme,editeur,,https://fr.wikipedia.org/wiki/William_R._Newman
689,Karen Parshall,39.7837304,-100.445882,Etats Unis,1955-07-07,,2002-05-28,426,2016-12-17,Femme,des mathematiques,,https://fr.wikipedia.org/wiki/Karen_Parshall
691,Theodore Porter,39.7837304,-100.445882,Etats Unis,1953-03-12,,2005-12-28,362,2010-04-12,Homme,editeur,,https://fr.wikipedia.org/wiki/Theodore_M._Porter
692,Lawrence Principe,39.7837304,-100.445882,Etats Unis,1962-05-16,,2010-04-12,400,2015-05-30,Homme,editeur,,https://en.wikipedia.org/wiki/Lawrence_M._Principe
698,Charles Rosenberg,39.7837304,-100.445882,Etats Unis,1936-11-11,,2010-04-12,442,2019-05-25,Homme,editeur,,https://fr.wikipedia.org/wiki/Charles_Rosenberg
700,George Saliba,39.7837304,-100.445882,Etats Unis,1939-01-01,,1988-11-09,322,2005-12-28,Homme,de l'astronomie,,https://fr.wikipedia.org/wiki/George_Saliba
702,Nancy Siraisi,39.7837304,-100.445882,Etats Unis,1932-01-01,,1988-11-09,314,2005-12-28,Femme,de la medecine,,https://fr.wikipedia.org/wiki/Nancy_Siraisi
709,Norton Wise,39.7837304,-100.445882,Etats Unis,1940-02-04,,1993-10-09,356,2010-04-12,Homme,editeur,,https://fr.wikipedia.org/wiki/M._Norton_Wise
711,Robert Anderson,51.5074456,-0.1277653,Royaume-Uni,1944-02-05,,2002-05-28,354,2010-04-12,Homme,conservateur museal,,https://fr.wikipedia.org/wiki/Robert_G._W._Anderson
714,Peter Bowler,53.3493795,-6.2605593,Royaume-Uni,1944-08-10,,2005-12-28,353,2010-04-12,Homme,editeur,,https://fr.wikipedia.org/wiki/Peter_Bowler
716,John Brooke,51.5074456,-0.1277653,Royaume-Uni,1944-05-20,,1993-10-09,374,2012-07-12,Homme,editeur,,https://fr.wikipedia.org/wiki/John_Hedley_Brooke
720,Judith Field,51.5074456,-0.1277653,Royaume-Uni,1943-01-01,,1988-11-09,269,1993-10-09,Femme,de l'art,,https://en.wikipedia.org/wiki/Judith_V._Field
722,Robert Fox,51.5074456,-0.1277653,Royaume-Uni,1938-07-10,,1981-03-20,239,1986-11-30,Homme,editeur,,https://fr.wikipedia.org/wiki/Robert_Fox_(historien)
723,William Gabbey,39.7837304,-100.445882,Royaume-Uni,1938-01-01,,1978-06-21,248,1988-11-09,Homme,de la philosophie,,https://en.wikipedia.org/wiki/Alan_Gabbey
724,Stephen Gaukroger,-24.7761086,134.755,Royaume-Uni,1950-09-07,2023-03-09,2007-01-12,425,2016-12-17,Homme,editeur,,https://fr.wikipedia.org/wiki/Stephen_Gaukroger
